age,annual_income,employment_type,education,loan_amount,interest_rate_pct,term_months,credit_score,num_open_accounts,delinquency_30d,residence_type,Default
62,46279.0,Salaried,HS,14356.0,13.69,48,667.0,2,No,Mortgage,1
43,56425.0,Salaried,HS,6920.0,7.76,36,759.0,5,No,Own,0
52,44557.0,Salaried,Bachelors,16668.0,13.41,36,752.0,3,No,Own,1
62,47414.0,Salaried,Masters,10800.0,3.94,60,529.0,7,No,Rent,0
69,68560.0,Self-Employed,Masters,6501.0,13.58,36,770.0,7,No,Mortgage,0
50,35428.0,Unemployed,Bachelors,31781.0,8.58,36,590.0,2,No,Rent,1
73,31269.0,Salaried,HS,6015.0,8.24,24,690.0,5,Yes,Rent,0
61,42474.0,Salaried,HS,14203.0,6.79,72,850.0,0,No,Mortgage,0
54,65517.0,Salaried,HS,11127.0,5.83,48,711.0,7,No,Own,0
72,31049.0,Salaried,PhD,13976.0,10.21,48,752.0,2,No,Mortgage,0
21,24429.0,Salaried,Bachelors,8061.0,11.96,60,701.0,4,No,Own,0
37,116419.0,Self-Employed,PhD,9559.0,8.47,60,658.0,6,No,Own,0
67,32957.0,Salaried,Masters,3464.0,8.52,60,730.0,4,No,Own,0
67,22545.0,Salaried,Bachelors,17624.0,9.85,36,737.0,11,No,Own,0
39,30971.0,Salaried,Bachelors,8953.0,11.18,60,733.0,5,No,Rent,0
30,34220.0,Salaried,HS,5302.0,10.35,48,710.0,1,No,Mortgage,0
58,50324.0,Salaried,Bachelors,18555.0,14.53,48,801.0,4,No,Mortgage,0
55,40435.0,Salaried,HS,4048.0,9.08,60,811.0,3,Yes,Own,0
53,39150.0,Salaried,Bachelors,7819.0,5.98,48,727.0,10,Yes,Rent,0
67,40553.0,Salaried,HS,6589.0,14.2,72,649.0,6,No,Rent,0
48,26568.0,Salaried,Masters,26384.0,14.22,48,566.0,1,No,Own,1
47,44936.0,Salaried,Bachelors,2419.0,5.630000000000001,36,641.0,8,No,Rent,0
43,38398.0,Self-Employed,HS,5995.0,11.82,48,605.0,4,No,Mortgage,0
52,31486.0,Salaried,HS,8539.0,8.530000000000001,72,744.0,4,Yes,Mortgage,0
64,54780.0,Salaried,Masters,12463.0,7.550000000000001,36,727.0,3,No,Own,0
45,28319.0,Unemployed,Masters,26686.0,12.6,48,665.0,3,No,Own,1
51,37303.0,Salaried,Bachelors,6312.0,12.01,24,649.0,5,No,Own,1
68,34274.0,Unemployed,Bachelors,9345.0,9.48,48,688.0,4,No,Rent,1
37,62568.0,Salaried,PhD,6335.0,4.42,36,706.0,6,Yes,Mortgage,0
58,64022.0,Salaried,Bachelors,5620.0,7.36,72,686.0,3,Yes,Mortgage,0
62,48288.0,Self-Employed,HS,4829.0,5.82,48,714.0,3,No,Rent,0
35,32149.0,Unemployed,Masters,5823.0,6.5,72,692.0,3,No,Mortgage,0
22,36861.0,Salaried,HS,9831.0,8.76,48,622.0,5,No,Rent,1
28,58560.0,Self-Employed,Masters,12504.0,9.11,72,620.0,5,No,Mortgage,0
44,82990.0,Salaried,Masters,14692.0,9.19,36,600.0,4,No,Own,1
56,53325.0,Self-Employed,Bachelors,17946.0,9.23,36,798.0,3,No,Own,0
56,43236.0,Salaried,Masters,3616.0,11.6,48,750.0,6,No,Rent,0
51,51748.0,Salaried,Bachelors,4831.0,10.36,60,757.0,5,No,Own,0
63,46107.0,Unemployed,PhD,13740.0,8.83,24,694.0,6,No,Rent,0
70,84618.0,Salaried,Masters,6874.0,6.2,60,779.0,6,No,Rent,0
30,57423.0,Salaried,Masters,14913.0,11.74,48,651.0,5,No,Mortgage,0
32,28821.0,Unemployed,Masters,9090.0,7.2,36,728.0,6,No,Own,1
57,37867.0,Self-Employed,Bachelors,10559.0,2.22,24,596.0,5,No,Own,0
23,51534.0,Self-Employed,Bachelors,5897.0,1.9,72,738.0,4,No,Rent,0
62,39788.0,Salaried,Bachelors,9368.0,10.91,72,660.0,2,No,Mortgage,0
25,26312.0,Salaried,Masters,14603.0,7.91,60,572.0,2,No,Mortgage,0
28,104137.0,Salaried,Masters,14130.0,14.27,48,584.0,7,No,Own,1
24,26331.0,Salaried,Bachelors,9775.0,6.83,48,730.0,1,No,Own,0
44,41732.0,Self-Employed,Masters,8775.0,8.74,48,702.0,5,No,Mortgage,0
63,17120.0,Unemployed,PhD,15487.0,15.65,48,648.0,3,No,Mortgage,1
31,94047.0,Salaried,Bachelors,4057.0,10.26,48,718.0,4,No,Mortgage,0
41,37347.0,Salaried,Bachelors,2015.0,14.97,48,750.0,8,No,Rent,0
43,61717.0,Self-Employed,HS,2652.0,16.56,36,648.0,4,No,Rent,0
31,51707.0,Self-Employed,HS,5726.0,8.17,60,722.0,4,No,Rent,0
71,19059.0,Salaried,Masters,12360.0,6.5,48,639.0,3,No,Own,1
29,41103.0,Salaried,Bachelors,2313.0,11.28,36,741.0,4,No,Own,0
45,34371.0,Salaried,Bachelors,6554.0,7.470000000000001,48,720.0,12,No,Mortgage,0
45,93862.0,Self-Employed,HS,7684.0,8.29,60,651.0,1,No,Mortgage,1
47,65317.0,Unemployed,PhD,3408.0,8.96,60,689.0,2,No,Mortgage,0
47,36632.0,Salaried,HS,5360.0,7.550000000000001,24,573.0,6,No,Own,0
21,111079.0,Salaried,Masters,11179.0,12.67,72,680.0,3,No,Own,0
24,30946.0,Salaried,Bachelors,3835.0,9.26,48,850.0,6,No,Rent,0
24,13756.0,Self-Employed,Bachelors,36041.0,8.56,48,606.0,5,No,Rent,1
50,55924.0,Salaried,Bachelors,7888.0,9.58,72,711.0,3,No,Rent,1
59,57002.0,Self-Employed,HS,9401.0,9.89,24,644.0,0,No,Rent,0
63,27025.0,Unemployed,HS,4056.0,4.62,48,698.0,11,No,Rent,0
46,31354.0,Salaried,HS,5609.0,13.95,48,688.0,2,No,Own,0
63,71291.0,Salaried,Bachelors,12284.0,12.76,60,783.0,4,No,Mortgage,0
29,32545.0,Salaried,PhD,31517.0,9.87,36,686.0,4,No,Rent,1
38,39221.0,Unemployed,Masters,3867.0,13.41,48,659.0,2,No,Own,0
31,37925.0,Salaried,HS,9935.0,7.03,72,677.0,5,No,Own,0
70,91632.0,Unemployed,Masters,16104.0,11.56,36,634.0,3,No,Rent,1
42,47749.0,Unemployed,HS,6144.0,7.550000000000001,72,800.0,3,No,Own,0
28,68224.0,Salaried,Bachelors,7986.0,15.58,60,721.0,5,Yes,Rent,0
66,80753.0,Salaried,HS,4983.0,11.71,72,582.0,3,No,Rent,0
67,61855.0,Salaried,Masters,13524.0,8.13,48,712.0,8,No,Own,0
22,34758.0,Unemployed,Bachelors,14831.0,13.17,72,558.0,5,Yes,Own,1
37,22846.0,Salaried,HS,7844.0,9.66,48,608.0,2,Yes,Mortgage,0
38,22149.0,Salaried,HS,8717.0,13.02,24,614.0,4,No,Rent,1
26,25348.0,Salaried,HS,6283.0,13.03,60,689.0,1,No,Rent,0
25,55695.0,Salaried,Bachelors,7333.0,8.64,36,752.0,3,No,Mortgage,0
30,19278.0,Salaried,HS,10619.0,8.32,72,623.0,6,No,Rent,1
42,62899.0,Self-Employed,HS,9879.0,7.610000000000001,48,685.0,4,No,Rent,0
25,36847.0,Salaried,Bachelors,16818.0,16.75,48,802.0,4,Yes,Own,1
61,26063.0,Salaried,HS,7370.0,8.34,48,577.0,4,No,Mortgage,0
27,80311.0,Salaried,Masters,4166.0,7.21,24,682.0,3,No,Own,0
51,26449.0,Salaried,HS,2906.0,7.77,36,742.0,3,No,Mortgage,0
59,40471.0,Self-Employed,HS,9791.0,9.05,36,675.0,4,No,Mortgage,0
21,34215.0,Salaried,HS,17260.0,4.86,48,626.0,6,No,Mortgage,0
41,35180.0,Salaried,Masters,10294.0,5.53,60,716.0,7,No,Mortgage,0
74,37730.0,Salaried,HS,1305.0,10.34,72,703.0,4,Yes,Rent,0
36,67183.0,Salaried,Bachelors,52611.0,12.6,48,754.0,5,No,Rent,0
26,39985.0,Self-Employed,Masters,5318.0,7.340000000000001,48,810.0,5,No,Rent,0
51,51650.0,Salaried,Bachelors,8352.0,9.57,48,656.0,4,No,Rent,0
50,37724.0,Salaried,Bachelors,6037.0,6.340000000000001,48,618.0,4,No,Own,0
27,53360.0,Self-Employed,Bachelors,7973.0,11.09,48,744.0,4,No,Own,0
72,55099.0,Salaried,Masters,11579.0,12.39,36,732.0,2,No,Mortgage,0
42,44369.0,Salaried,Masters,11635.0,5.46,36,820.0,8,No,Rent,0
52,46840.0,Salaried,HS,3500.0,3.03,48,624.0,4,No,Own,0
27,33048.0,Salaried,Masters,9889.0,10.56,60,617.0,4,No,Rent,1
48,78715.0,Salaried,PhD,14417.0,10.78,72,671.0,6,No,Mortgage,0
50,72878.0,Salaried,Bachelors,17369.0,8.84,60,772.0,4,No,Rent,0
38,92712.0,Salaried,HS,2321.0,5.67,36,678.0,2,No,Mortgage,0
44,66613.0,Salaried,Masters,29740.0,5.86,60,728.0,6,No,Mortgage,0
32,30642.0,Salaried,HS,4091.0,9.26,36,576.0,4,No,Rent,0
65,27507.0,Salaried,Masters,9382.0,10.65,24,673.0,5,Yes,Rent,0
30,38476.0,Self-Employed,Bachelors,18716.0,7.16,48,570.0,5,No,Mortgage,0
37,22327.0,Salaried,HS,13917.0,11.25,48,666.0,4,No,Rent,1
44,10073.0,Salaried,HS,8767.0,9.36,60,572.0,2,Yes,Rent,0
27,43327.0,Unemployed,Bachelors,14468.0,9.38,48,612.0,5,No,Rent,1
32,61991.0,Salaried,HS,6758.0,5.23,48,651.0,6,No,Own,0
70,24302.0,Self-Employed,Bachelors,12676.0,10.66,36,682.0,5,No,Own,0
35,32346.0,Self-Employed,Masters,7562.0,9.63,60,713.0,4,Yes,Own,0
41,43361.0,Salaried,HS,15477.0,9.65,60,602.0,10,No,Rent,0
39,25826.0,Salaried,Masters,10537.0,10.23,36,583.0,5,No,Mortgage,0
53,88237.0,Salaried,Bachelors,2428.0,10.88,48,849.0,8,No,Mortgage,0
69,64581.0,Unemployed,Masters,10173.0,9.01,24,803.0,6,No,Own,0
23,29375.0,Salaried,Masters,11812.0,12.13,36,648.0,6,Yes,Rent,1
74,81225.0,Salaried,HS,7935.0,10.09,60,632.0,3,No,Mortgage,0
58,21517.0,Unemployed,HS,6922.0,3.54,72,640.0,6,No,Own,0
22,47539.0,Salaried,Masters,6937.0,10.97,48,692.0,0,No,Rent,0
25,79625.0,Salaried,Bachelors,3185.0,9.81,60,576.0,7,No,Rent,1
62,34897.0,Self-Employed,HS,9028.0,7.77,72,706.0,2,No,Mortgage,0
53,52094.0,Self-Employed,Bachelors,3452.0,9.94,24,725.0,5,Yes,Mortgage,0
39,42522.0,Self-Employed,Masters,16190.0,13.39,60,630.0,5,No,Own,1
43,56727.0,Salaried,Masters,8722.0,8.31,72,630.0,10,No,Mortgage,0
25,42998.0,Self-Employed,Bachelors,4952.0,3.23,72,668.0,5,Yes,Rent,0
45,27890.0,Salaried,HS,5523.0,9.2,60,850.0,0,No,Mortgage,0
39,27162.0,Salaried,Masters,16517.0,14.57,48,749.0,2,No,Mortgage,0
57,41066.0,Salaried,Bachelors,20921.0,4.1000000000000005,60,704.0,2,No,Mortgage,0
27,28854.0,Salaried,Bachelors,8464.0,7.25,48,649.0,1,No,Rent,0
45,38425.0,Salaried,Masters,6938.0,8.42,48,708.0,7,No,Rent,0
71,48306.0,Salaried,Masters,14553.0,9.66,60,765.0,5,No,Own,0
32,28563.0,Salaried,HS,21525.0,5.44,72,748.0,6,No,Rent,0
23,99135.0,Salaried,Masters,2136.0,7.140000000000001,48,681.0,2,No,Rent,0
72,68119.0,Salaried,Masters,4886.0,11.1,36,675.0,4,No,Own,0
49,20948.0,Self-Employed,HS,13348.0,9.4,72,850.0,0,Yes,Rent,0
44,16331.0,Self-Employed,Masters,18564.0,7.4,24,639.0,5,No,Own,1
21,28366.0,Salaried,Bachelors,14315.0,9.85,24,545.0,8,No,Own,1
31,26558.0,Unemployed,Bachelors,6165.0,6.36,24,745.0,6,No,Own,1
29,25981.0,Unemployed,Masters,7990.0,6.470000000000001,36,706.0,9,No,Own,0
44,22386.0,Salaried,HS,7115.0,11.22,48,839.0,4,No,Rent,0
37,49444.0,Self-Employed,Bachelors,11786.0,10.88,24,664.0,2,No,Own,0
59,60997.0,Self-Employed,Bachelors,14729.0,11.1,72,711.0,2,Yes,Rent,0
63,38222.0,Salaried,Bachelors,6441.0,5.96,48,710.0,3,No,Rent,0
23,51863.0,Salaried,Bachelors,1729.0,10.41,36,725.0,7,No,Own,0
53,34875.0,Salaried,Bachelors,20684.0,10.0,48,656.0,5,No,Own,0
61,52272.0,Salaried,HS,4568.0,11.69,72,699.0,1,No,Rent,0
73,36717.0,Salaried,Bachelors,6221.0,8.48,60,718.0,2,No,Own,0
39,59993.0,Salaried,Bachelors,4296.0,11.29,48,717.0,5,No,Rent,0
35,32998.0,Salaried,Masters,5231.0,7.88,36,626.0,7,No,Rent,1
58,29558.0,Salaried,Masters,3285.0,11.01,48,581.0,5,No,Rent,1
45,58752.0,Salaried,Masters,24902.0,10.84,48,534.0,4,No,Mortgage,1
56,98420.0,Salaried,Masters,3031.0,6.96,60,696.0,0,No,Rent,0
58,54993.0,Salaried,Masters,26145.0,14.35,48,561.0,6,Yes,Own,0
41,40231.0,Self-Employed,Bachelors,4812.0,6.03,48,688.0,8,No,Own,0
56,45487.0,Salaried,Bachelors,24222.0,5.8100000000000005,48,719.0,4,No,Own,0
68,58784.0,Unemployed,HS,16477.0,7.0,36,752.0,8,No,Own,0
50,44985.0,Self-Employed,HS,2844.0,6.9,36,696.0,7,Yes,Rent,0
71,44874.0,Salaried,Masters,10110.0,6.36,36,644.0,7,No,Mortgage,0
50,96933.0,Salaried,Bachelors,6392.0,12.22,72,771.0,4,No,Rent,0
21,124963.0,Salaried,HS,9375.0,9.25,36,677.0,5,No,Own,0
62,36374.0,Salaried,Bachelors,10536.0,9.18,60,630.0,2,No,Mortgage,0
63,40034.0,Salaried,Masters,34602.0,4.87,60,579.0,3,No,Mortgage,1
27,45916.0,Salaried,Bachelors,14203.0,13.2,48,737.0,6,Yes,Mortgage,0
51,32365.0,Salaried,Masters,5059.0,12.54,24,647.0,5,No,Rent,0
55,72288.0,Salaried,Bachelors,15549.0,8.91,60,646.0,8,No,Rent,0
60,52063.0,Salaried,HS,1977.0,9.39,48,721.0,5,No,Rent,0
60,22869.0,Salaried,Bachelors,69139.0,12.76,24,586.0,7,No,Rent,1
30,78491.0,Salaried,Bachelors,11008.0,10.36,60,644.0,6,No,Own,0
28,61165.0,Self-Employed,Bachelors,22901.0,10.93,48,640.0,4,No,Rent,0
45,57400.0,Salaried,HS,15922.0,4.3500000000000005,48,817.0,7,No,Own,0
53,30667.0,Salaried,Bachelors,4571.0,9.62,60,736.0,5,No,Mortgage,0
27,37622.0,Salaried,Bachelors,19152.0,2.23,72,736.0,5,No,Mortgage,0
70,44863.0,Salaried,Masters,6728.0,5.32,60,634.0,7,No,Mortgage,0
29,21042.0,Salaried,Bachelors,11340.0,6.220000000000001,48,744.0,3,No,Rent,0
54,42646.0,Salaried,Bachelors,10678.0,9.99,48,636.0,1,Yes,Mortgage,0
59,45604.0,Unemployed,HS,7034.0,9.45,36,716.0,4,No,Own,0
67,33117.0,Self-Employed,PhD,6221.0,10.07,48,611.0,6,No,Rent,0
56,22633.0,Self-Employed,Masters,17354.0,6.19,24,544.0,3,Yes,Mortgage,1
26,34687.0,Self-Employed,HS,6863.0,6.9,72,643.0,7,No,Rent,0
73,73577.0,Unemployed,Masters,1573.0,8.33,36,828.0,7,No,Rent,0
70,47061.0,Salaried,HS,2681.0,11.81,24,761.0,5,No,Own,0
53,61465.0,Unemployed,Masters,6549.0,8.370000000000001,24,679.0,9,No,Rent,0
40,64047.0,Salaried,HS,18005.0,7.63,24,522.0,4,Yes,Mortgage,1
61,48362.0,Salaried,HS,9840.0,11.32,72,667.0,3,No,Own,0
45,25344.0,Self-Employed,Bachelors,7050.0,10.78,72,796.0,2,Yes,Rent,0
66,15099.0,Salaried,Bachelors,16077.0,6.72,36,689.0,5,No,Mortgage,1
42,95681.0,Self-Employed,Bachelors,13896.0,5.99,48,711.0,7,No,Rent,0
38,47752.0,Salaried,Masters,19481.0,7.860000000000001,24,775.0,7,No,Own,0
69,41850.0,Salaried,HS,34649.0,12.76,48,664.0,5,No,Own,1
52,40876.0,Salaried,HS,3362.0,14.19,36,785.0,2,No,Rent,0
33,42815.0,Salaried,HS,8700.0,8.780000000000001,60,662.0,5,No,Rent,0
50,52602.0,Salaried,HS,5307.0,9.26,48,730.0,4,No,Mortgage,0
61,45982.0,Salaried,Bachelors,10214.0,8.16,48,565.0,7,No,Rent,0
47,23470.0,Salaried,Bachelors,8715.0,3.97,36,759.0,3,No,Rent,0
58,39053.0,Salaried,Bachelors,23174.0,9.63,36,606.0,4,No,Own,1
48,28757.0,Salaried,HS,5891.0,5.9,60,779.0,4,No,Own,0
34,27773.0,Self-Employed,Masters,2866.0,9.21,24,642.0,6,No,Rent,0
49,36646.0,Self-Employed,HS,7858.0,6.21,48,640.0,4,No,Mortgage,0
45,49823.0,Self-Employed,PhD,7283.0,4.16,48,759.0,4,No,Mortgage,0
50,36711.0,Self-Employed,HS,7646.0,19.25,60,541.0,7,Yes,Mortgage,1
70,38985.0,Salaried,HS,9030.0,9.29,36,657.0,5,Yes,Rent,0
27,19558.0,Self-Employed,Bachelors,16195.0,7.12,24,751.0,6,Yes,Rent,0
71,33905.0,Unemployed,HS,10911.0,7.260000000000001,48,662.0,4,No,Rent,0
70,55121.0,Salaried,Masters,9217.0,4.53,24,647.0,4,No,Mortgage,0
68,33060.0,Salaried,Bachelors,8203.0,7.970000000000001,72,832.0,5,No,Own,0
55,30324.0,Salaried,Masters,8794.0,9.12,48,796.0,3,No,Own,0
28,21611.0,Salaried,Bachelors,2425.0,7.450000000000001,36,718.0,3,No,Mortgage,0
58,22862.0,Salaried,HS,5657.0,15.93,60,683.0,6,No,Rent,1
32,69099.0,Salaried,HS,4336.0,9.47,48,619.0,3,No,Own,0
64,19191.0,Salaried,Bachelors,7304.0,3.7,36,739.0,4,No,Rent,1
60,28946.0,Salaried,PhD,27879.0,8.969999999999999,60,610.0,3,No,Rent,1
50,76041.0,Salaried,PhD,21628.0,8.69,72,575.0,2,No,Mortgage,1
39,86706.0,Salaried,Bachelors,1839.0,12.24,48,828.0,2,No,Own,0
48,15910.0,Self-Employed,HS,2379.0,4.73,36,706.0,6,No,Mortgage,0
61,22049.0,Salaried,Masters,3385.0,9.29,48,612.0,5,No,Rent,0
51,86846.0,Salaried,Bachelors,8651.0,8.700000000000001,36,682.0,4,No,Rent,0
31,45225.0,Salaried,PhD,5210.0,9.36,60,757.0,1,Yes,Mortgage,0
71,36809.0,Salaried,HS,23393.0,11.52,48,736.0,6,Yes,Rent,0
64,50455.0,Salaried,Bachelors,9248.0,5.840000000000001,36,653.0,4,No,Rent,0
38,24648.0,Salaried,HS,4454.0,8.68,60,698.0,7,No,Rent,0
40,48712.0,Salaried,Bachelors,4300.0,3.83,48,824.0,6,No,Mortgage,0
44,109014.0,Self-Employed,HS,3960.0,13.7,72,755.0,6,Yes,Own,0
74,49280.0,Self-Employed,Masters,16472.0,9.19,36,587.0,4,Yes,Mortgage,1
38,37129.0,Unemployed,Masters,10763.0,8.82,36,629.0,4,No,Mortgage,1
37,48066.0,Salaried,Masters,22133.0,13.05,24,598.0,4,No,Own,0
71,67546.0,Salaried,Bachelors,6156.0,6.71,48,699.0,11,No,Rent,0
74,42448.0,Salaried,HS,17036.0,15.31,60,678.0,3,No,Own,1
36,62113.0,Unemployed,Bachelors,14271.0,8.450000000000001,48,813.0,2,No,Own,0
54,54450.0,Salaried,HS,19108.0,10.72,36,642.0,3,No,Own,0
65,20916.0,Salaried,HS,4973.0,8.4,48,692.0,3,No,Mortgage,0
71,17176.0,Salaried,HS,4395.0,10.22,60,628.0,4,No,Rent,0
44,32442.0,Self-Employed,Bachelors,9995.0,9.43,72,581.0,4,No,Mortgage,1
70,25630.0,Salaried,HS,10415.0,12.35,36,637.0,6,No,Own,0
34,41368.0,Salaried,Bachelors,2637.0,7.860000000000001,60,725.0,2,No,Rent,0
30,23295.0,Salaried,Masters,12596.0,6.57,48,605.0,3,Yes,Rent,0
40,24422.0,Salaried,Bachelors,6614.0,8.860000000000001,72,633.0,4,No,Own,0
40,50937.0,Salaried,HS,41720.0,11.62,24,610.0,5,No,Own,1
28,19983.0,Salaried,Masters,7830.0,2.63,48,683.0,6,Yes,Own,0
31,32048.0,Self-Employed,Bachelors,7409.0,9.18,24,698.0,6,No,Rent,0
64,21973.0,Salaried,Bachelors,7581.0,9.65,60,729.0,7,No,Rent,0
21,39052.0,Salaried,Masters,3269.0,8.23,36,818.0,3,No,Rent,0
21,58154.0,Salaried,HS,3425.0,6.9,36,748.0,4,Yes,Own,0
33,30613.0,Salaried,Bachelors,5683.0,10.71,72,682.0,2,Yes,Own,0
56,30838.0,Salaried,Masters,7841.0,6.970000000000001,24,720.0,9,No,Rent,0
64,27103.0,Salaried,HS,6955.0,5.930000000000001,48,795.0,5,No,Own,0
58,59815.0,Self-Employed,Masters,16046.0,7.950000000000001,36,658.0,4,Yes,Rent,0
32,40122.0,Salaried,HS,14208.0,7.23,24,655.0,9,No,Mortgage,0
57,27770.0,Salaried,Bachelors,7191.0,11.45,60,573.0,3,No,Rent,1
70,10306.0,Salaried,Bachelors,11045.0,9.72,60,758.0,6,No,Mortgage,0
36,17898.0,Self-Employed,Masters,10064.0,14.96,36,679.0,4,No,Own,0
28,52654.0,Self-Employed,HS,12489.0,11.05,72,672.0,4,No,Own,0
48,37578.0,Salaried,Masters,25398.0,7.6,24,676.0,6,No,Own,0
22,12402.0,Salaried,Masters,17574.0,10.32,36,582.0,5,No,Rent,1
56,91050.0,Salaried,Bachelors,7029.0,8.92,24,607.0,7,No,Mortgage,0
59,52264.0,Salaried,HS,11889.0,11.78,60,683.0,6,No,Mortgage,0
55,26733.0,Salaried,Masters,15979.0,10.34,48,579.0,4,No,Own,1
38,41612.0,Salaried,Masters,9592.0,8.59,60,735.0,4,No,Own,0
36,30680.0,Salaried,Masters,20049.0,2.7,48,743.0,3,No,Own,0
49,59509.0,Salaried,Bachelors,19753.0,7.630000000000001,60,587.0,4,No,Rent,0
68,46331.0,Salaried,Masters,10588.0,14.28,72,691.0,4,No,Mortgage,1
64,54021.0,Self-Employed,HS,6746.0,7.36,60,739.0,6,Yes,Rent,0
55,25118.0,Salaried,HS,24922.0,6.54,60,612.0,6,No,Own,1
33,46150.0,Salaried,Masters,8928.0,12.33,36,708.0,6,No,Mortgage,0
56,60609.0,Self-Employed,Bachelors,6298.0,11.32,36,785.0,8,No,Rent,0
42,38794.0,Salaried,HS,2206.0,5.550000000000001,60,774.0,6,No,Rent,0
55,27676.0,Salaried,Bachelors,9390.0,5.720000000000001,48,643.0,6,No,Own,0
42,21532.0,Salaried,HS,5324.0,7.93,48,693.0,4,No,Own,0
46,58663.0,Salaried,HS,15416.0,1.9,60,675.0,3,No,Rent,0
72,36322.0,Salaried,Masters,6516.0,14.74,24,723.0,6,No,Own,0
32,87680.0,Salaried,Bachelors,7558.0,10.83,36,643.0,2,No,Own,0
40,29006.0,Salaried,HS,5741.0,7.19,36,702.0,7,No,Mortgage,0
40,28759.0,Salaried,HS,15082.0,12.12,48,723.0,6,No,Mortgage,0
40,43344.0,Self-Employed,Bachelors,3999.0,10.76,60,768.0,6,No,Mortgage,0
71,38987.0,Salaried,Masters,4237.0,9.3,36,625.0,5,No,Rent,0
26,17909.0,Unemployed,HS,4305.0,8.35,24,665.0,4,No,Own,0
51,23206.0,Salaried,HS,5367.0,7.84,60,631.0,2,No,Mortgage,1
29,79157.0,Salaried,Masters,5080.0,13.12,48,830.0,6,No,Rent,0
52,25166.0,Salaried,HS,21187.0,10.43,48,784.0,7,No,Own,0
55,36136.0,Salaried,HS,13877.0,9.08,60,627.0,1,Yes,Rent,0
64,32933.0,Salaried,Bachelors,10995.0,11.58,36,661.0,9,No,Own,1
59,37578.0,Salaried,Bachelors,8264.0,6.61,48,568.0,4,Yes,Rent,0
64,47242.0,Salaried,HS,8920.0,5.62,60,663.0,8,No,Rent,0
49,52842.0,Self-Employed,HS,15206.0,7.42,60,622.0,4,No,Rent,1
67,76215.0,Self-Employed,HS,12506.0,6.180000000000001,72,691.0,5,No,Rent,0
41,26452.0,Self-Employed,HS,12327.0,8.59,48,522.0,5,No,Mortgage,1
62,23538.0,Salaried,Bachelors,21735.0,6.96,60,732.0,8,No,Rent,0
47,25658.0,Self-Employed,HS,4006.0,13.32,60,652.0,2,Yes,Mortgage,0
64,30173.0,Unemployed,HS,1738.0,3.58,60,690.0,5,No,Own,0
51,23991.0,Self-Employed,Bachelors,5627.0,12.17,48,662.0,3,No,Rent,0
69,103009.0,Self-Employed,HS,10144.0,12.31,48,688.0,4,No,Rent,1
31,24979.0,Salaried,HS,2906.0,8.63,36,646.0,4,Yes,Own,0
37,48019.0,Unemployed,Masters,4564.0,6.16,24,723.0,2,No,Own,0
29,18425.0,Self-Employed,PhD,10125.0,6.7,36,788.0,4,No,Mortgage,0
64,41353.0,Salaried,HS,32259.0,7.36,60,603.0,5,No,Rent,0
48,28753.0,Salaried,Bachelors,5365.0,10.24,60,674.0,5,Yes,Rent,0
23,28466.0,Self-Employed,Masters,14083.0,8.26,36,714.0,5,No,Mortgage,0
55,27550.0,Unemployed,HS,5328.0,11.43,60,762.0,3,No,Rent,0
69,83762.0,Self-Employed,HS,2092.0,9.59,36,737.0,4,Yes,Rent,0
31,30903.0,Salaried,Bachelors,3377.0,10.58,36,621.0,4,No,Mortgage,0
46,27008.0,Self-Employed,Masters,7359.0,9.6,24,722.0,9,No,Mortgage,0
58,50399.0,Self-Employed,HS,7793.0,9.76,36,747.0,9,No,Rent,0
72,11508.0,Self-Employed,HS,4722.0,4.19,48,694.0,5,No,Rent,0
32,75008.0,Salaried,Masters,5133.0,14.47,48,503.0,5,No,Mortgage,1
32,40924.0,Salaried,Bachelors,11038.0,1.99,60,738.0,3,No,Own,0
42,29576.0,Salaried,Masters,3596.0,5.74,60,657.0,4,No,Rent,0
54,58412.0,Salaried,Masters,14185.0,11.88,60,564.0,5,No,Mortgage,0
66,71507.0,Salaried,Masters,10312.0,5.2,24,694.0,2,No,Rent,0
34,87979.0,Salaried,Masters,7111.0,4.73,48,713.0,8,No,Own,0
38,64494.0,Salaried,Bachelors,3240.0,8.51,48,614.0,4,No,Mortgage,0
34,60550.0,Salaried,Masters,13568.0,9.88,60,728.0,4,No,Rent,0
40,44860.0,Salaried,Bachelors,18099.0,10.3,36,806.0,6,Yes,Rent,0
66,46039.0,Salaried,Bachelors,3929.0,8.74,36,650.0,3,No,Own,0
45,42268.0,Salaried,Bachelors,8478.0,8.33,60,676.0,7,No,Own,0
35,25957.0,Salaried,Bachelors,4916.0,6.45,36,655.0,3,No,Own,0
71,38452.0,Salaried,Masters,5041.0,8.110000000000001,24,764.0,2,No,Own,0
60,34519.0,Self-Employed,HS,4554.0,9.28,48,681.0,6,No,Rent,0
46,58634.0,Salaried,HS,5073.0,15.05,48,633.0,3,No,Own,0
30,81535.0,Salaried,Masters,11583.0,9.72,60,737.0,7,Yes,Own,0
50,27205.0,Self-Employed,HS,16140.0,11.35,24,632.0,5,No,Rent,1
58,33085.0,Unemployed,Bachelors,9806.0,10.96,72,580.0,7,No,Own,0
56,35668.0,Salaried,Bachelors,8431.0,9.76,48,593.0,6,No,Mortgage,0
44,82550.0,Salaried,Bachelors,14379.0,11.75,60,674.0,2,No,Rent,0
67,45019.0,Salaried,Bachelors,7495.0,10.84,48,716.0,1,No,Own,1
